Generating 6000000000 using 100 maps with step of 60000000
14/06/16 22:38:00 INFO mapred.JobClient: Running job: job_201406131535_0049
14/06/16 22:38:01 INFO mapred.JobClient:  map 0% reduce 0%
14/06/16 22:38:20 INFO mapred.JobClient:  map 1% reduce 0%
14/06/16 22:38:24 INFO mapred.JobClient:  map 2% reduce 0%
14/06/16 22:38:28 INFO mapred.JobClient:  map 3% reduce 0%
14/06/16 22:38:32 INFO mapred.JobClient:  map 4% reduce 0%
14/06/16 22:38:38 INFO mapred.JobClient:  map 5% reduce 0%
14/06/16 22:38:43 INFO mapred.JobClient:  map 6% reduce 0%
14/06/16 22:38:48 INFO mapred.JobClient:  map 7% reduce 0%
14/06/16 22:38:53 INFO mapred.JobClient:  map 8% reduce 0%
14/06/16 22:38:58 INFO mapred.JobClient:  map 9% reduce 0%
14/06/16 22:39:04 INFO mapred.JobClient:  map 10% reduce 0%
14/06/16 22:39:10 INFO mapred.JobClient:  map 11% reduce 0%
14/06/16 22:39:14 INFO mapred.JobClient:  map 12% reduce 0%
14/06/16 22:39:20 INFO mapred.JobClient:  map 13% reduce 0%
14/06/16 22:39:25 INFO mapred.JobClient:  map 14% reduce 0%
14/06/16 22:39:31 INFO mapred.JobClient:  map 15% reduce 0%
14/06/16 22:39:36 INFO mapred.JobClient:  map 16% reduce 0%
14/06/16 22:39:42 INFO mapred.JobClient:  map 17% reduce 0%
14/06/16 22:39:47 INFO mapred.JobClient:  map 18% reduce 0%
14/06/16 22:39:53 INFO mapred.JobClient:  map 19% reduce 0%
14/06/16 22:39:59 INFO mapred.JobClient:  map 20% reduce 0%
14/06/16 22:40:04 INFO mapred.JobClient:  map 21% reduce 0%
14/06/16 22:40:11 INFO mapred.JobClient:  map 22% reduce 0%
14/06/16 22:40:17 INFO mapred.JobClient:  map 23% reduce 0%
14/06/16 22:40:23 INFO mapred.JobClient:  map 24% reduce 0%
14/06/16 22:40:29 INFO mapred.JobClient:  map 25% reduce 0%
14/06/16 22:40:35 INFO mapred.JobClient:  map 26% reduce 0%
14/06/16 22:40:40 INFO mapred.JobClient:  map 27% reduce 0%
