Generating 8000000000 using 100 maps with step of 80000000
14/06/17 02:26:14 INFO mapred.JobClient: Running job: job_201406131535_0051
14/06/17 02:26:15 INFO mapred.JobClient:  map 0% reduce 0%
14/06/17 02:26:34 INFO mapred.JobClient:  map 1% reduce 0%
14/06/17 02:26:39 INFO mapred.JobClient:  map 2% reduce 0%
14/06/17 02:26:45 INFO mapred.JobClient:  map 3% reduce 0%
14/06/17 02:26:52 INFO mapred.JobClient:  map 4% reduce 0%
14/06/17 02:26:59 INFO mapred.JobClient:  map 5% reduce 0%
14/06/17 02:27:06 INFO mapred.JobClient:  map 6% reduce 0%
14/06/17 02:27:13 INFO mapred.JobClient:  map 7% reduce 0%
14/06/17 02:27:22 INFO mapred.JobClient:  map 8% reduce 0%
14/06/17 02:27:29 INFO mapred.JobClient:  map 9% reduce 0%
14/06/17 02:27:36 INFO mapred.JobClient:  map 10% reduce 0%
14/06/17 02:27:44 INFO mapred.JobClient:  map 11% reduce 0%
14/06/17 02:27:50 INFO mapred.JobClient:  map 12% reduce 0%
14/06/17 02:27:59 INFO mapred.JobClient:  map 13% reduce 0%
14/06/17 02:28:06 INFO mapred.JobClient:  map 14% reduce 0%
14/06/17 02:28:13 INFO mapred.JobClient:  map 15% reduce 0%
14/06/17 02:28:21 INFO mapred.JobClient:  map 16% reduce 0%
14/06/17 02:28:28 INFO mapred.JobClient:  map 17% reduce 0%
14/06/17 02:28:36 INFO mapred.JobClient:  map 18% reduce 0%
14/06/17 02:28:44 INFO mapred.JobClient:  map 19% reduce 0%
14/06/17 02:28:51 INFO mapred.JobClient:  map 20% reduce 0%
14/06/17 02:28:58 INFO mapred.JobClient:  map 21% reduce 0%
14/06/17 02:29:07 INFO mapred.JobClient:  map 22% reduce 0%
14/06/17 02:29:15 INFO mapred.JobClient:  map 23% reduce 0%
14/06/17 02:29:23 INFO mapred.JobClient:  map 24% reduce 0%
14/06/17 02:29:30 INFO mapred.JobClient:  map 25% reduce 0%
14/06/17 02:29:39 INFO mapred.JobClient:  map 26% reduce 0%
14/06/17 02:29:46 INFO mapred.JobClient:  map 27% reduce 0%
14/06/17 02:29:54 INFO mapred.JobClient:  map 28% reduce 0%
14/06/17 02:30:02 INFO mapred.JobClient:  map 29% reduce 0%
14/06/17 02:30:09 INFO mapred.JobClient:  map 30% reduce 0%
14/06/17 02:30:17 INFO mapred.JobClient:  map 31% reduce 0%
14/06/17 02:30:25 INFO mapred.JobClient:  map 32% reduce 0%
14/06/17 02:30:32 INFO mapred.JobClient:  map 33% reduce 0%
14/06/17 02:30:41 INFO mapred.JobClient:  map 34% reduce 0%
14/06/17 02:30:49 INFO mapred.JobClient:  map 35% reduce 0%
14/06/17 02:30:57 INFO mapred.JobClient:  map 36% reduce 0%
14/06/17 02:31:05 INFO mapred.JobClient:  map 37% reduce 0%
14/06/17 02:31:13 INFO mapred.JobClient:  map 38% reduce 0%
14/06/17 02:31:21 INFO mapred.JobClient:  map 39% reduce 0%
14/06/17 02:31:29 INFO mapred.JobClient:  map 40% reduce 0%
14/06/17 02:31:36 INFO mapred.JobClient:  map 41% reduce 0%
14/06/17 02:31:44 INFO mapred.JobClient:  map 42% reduce 0%
14/06/17 02:31:53 INFO mapred.JobClient:  map 43% reduce 0%
14/06/17 02:32:02 INFO mapred.JobClient:  map 44% reduce 0%
14/06/17 02:32:10 INFO mapred.JobClient:  map 45% reduce 0%
14/06/17 02:32:19 INFO mapred.JobClient:  map 46% reduce 0%
14/06/17 02:32:27 INFO mapred.JobClient:  map 47% reduce 0%
14/06/17 02:32:34 INFO mapred.JobClient:  map 48% reduce 0%
14/06/17 02:32:42 INFO mapred.JobClient:  map 49% reduce 0%
14/06/17 02:32:50 INFO mapred.JobClient:  map 50% reduce 0%
14/06/17 02:32:58 INFO mapred.JobClient:  map 51% reduce 0%
14/06/17 02:33:06 INFO mapred.JobClient:  map 52% reduce 0%
14/06/17 02:33:14 INFO mapred.JobClient:  map 53% reduce 0%
14/06/17 02:33:23 INFO mapred.JobClient:  map 54% reduce 0%
14/06/17 02:33:30 INFO mapred.JobClient:  map 55% reduce 0%
14/06/17 02:33:38 INFO mapred.JobClient:  map 56% reduce 0%
14/06/17 02:33:46 INFO mapred.JobClient:  map 57% reduce 0%
14/06/17 02:33:53 INFO mapred.JobClient:  map 58% reduce 0%
14/06/17 02:34:01 INFO mapred.JobClient:  map 59% reduce 0%
14/06/17 02:34:10 INFO mapred.JobClient:  map 60% reduce 0%
14/06/17 02:34:18 INFO mapred.JobClient:  map 61% reduce 0%
14/06/17 02:34:25 INFO mapred.JobClient:  map 62% reduce 0%
14/06/17 02:34:35 INFO mapred.JobClient:  map 63% reduce 0%
14/06/17 02:34:42 INFO mapred.JobClient:  map 64% reduce 0%
14/06/17 02:34:50 INFO mapred.JobClient:  map 65% reduce 0%
14/06/17 02:34:59 INFO mapred.JobClient:  map 66% reduce 0%
14/06/17 02:35:06 INFO mapred.JobClient:  map 67% reduce 0%
14/06/17 02:35:14 INFO mapred.JobClient:  map 68% reduce 0%
