Generating 5000000000 using 100 maps with step of 50000000
14/06/16 19:39:19 INFO mapred.JobClient: Running job: job_201406131535_0047
14/06/16 19:39:20 INFO mapred.JobClient:  map 0% reduce 0%
14/06/16 19:39:38 INFO mapred.JobClient:  map 1% reduce 0%
14/06/16 19:39:40 INFO mapred.JobClient:  map 2% reduce 0%
14/06/16 19:39:43 INFO mapred.JobClient:  map 3% reduce 0%
14/06/16 19:39:47 INFO mapred.JobClient:  map 4% reduce 0%
14/06/16 19:39:51 INFO mapred.JobClient:  map 5% reduce 0%
14/06/16 19:39:54 INFO mapred.JobClient:  map 6% reduce 0%
14/06/16 19:39:59 INFO mapred.JobClient:  map 7% reduce 0%
14/06/16 19:40:03 INFO mapred.JobClient:  map 8% reduce 0%
14/06/16 19:40:08 INFO mapred.JobClient:  map 9% reduce 0%
14/06/16 19:40:12 INFO mapred.JobClient:  map 10% reduce 0%
14/06/16 19:40:16 INFO mapred.JobClient:  map 11% reduce 0%
14/06/16 19:40:21 INFO mapred.JobClient:  map 12% reduce 0%
14/06/16 19:40:25 INFO mapred.JobClient:  map 13% reduce 0%
14/06/16 19:40:30 INFO mapred.JobClient:  map 14% reduce 0%
14/06/16 19:40:35 INFO mapred.JobClient:  map 15% reduce 0%
14/06/16 19:40:39 INFO mapred.JobClient:  map 16% reduce 0%
14/06/16 19:40:44 INFO mapred.JobClient:  map 17% reduce 0%
14/06/16 19:40:48 INFO mapred.JobClient:  map 18% reduce 0%
14/06/16 19:40:53 INFO mapred.JobClient:  map 19% reduce 0%
14/06/16 19:40:57 INFO mapred.JobClient:  map 20% reduce 0%
14/06/16 19:41:01 INFO mapred.JobClient:  map 21% reduce 0%
14/06/16 19:41:06 INFO mapred.JobClient:  map 22% reduce 0%
14/06/16 19:41:11 INFO mapred.JobClient:  map 23% reduce 0%
14/06/16 19:41:17 INFO mapred.JobClient:  map 24% reduce 0%
14/06/16 19:41:22 INFO mapred.JobClient:  map 25% reduce 0%
14/06/16 19:41:27 INFO mapred.JobClient:  map 26% reduce 0%
14/06/16 19:41:32 INFO mapred.JobClient:  map 27% reduce 0%
14/06/16 19:41:37 INFO mapred.JobClient:  map 28% reduce 0%
14/06/16 19:41:41 INFO mapred.JobClient:  map 29% reduce 0%
14/06/16 19:41:47 INFO mapred.JobClient:  map 30% reduce 0%
14/06/16 19:41:51 INFO mapred.JobClient:  map 31% reduce 0%
